Host clust2
From 2020-03-24T00:00:00.000000000 to 2020-07-21T00:00:00.000000000
Iteration 0: Epsilon = inf, ESS = 1000 Acc. rate = 100% Numb. unique particles = 1000
Iteration 656: Espilon = 1195.4806, ESS = 566 Acc. rate = 27.36% Uniqueness rate particules = 98.1% Uniqueness rate components = 86.5% Global parameters uniqueness rate = 96.7%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.52, max = 1.33, mean = 0.027
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 657: Espilon = 1194.4489, ESS = 537 Acc. rate = 23.91% Uniqueness rate particules = 98.1% Uniqueness rate components = 87.0% Global parameters uniqueness rate = 96.8%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.47, max = 1.71, mean = 0.0275
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 658: Espilon = 1193.6649, ESS = 510 Acc. rate = 27.37% Uniqueness rate particules = 98.1% Uniqueness rate components = 87.5% Global parameters uniqueness rate = 96.8%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.58, max = 1.93, mean = 0.0178
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 659: Espilon = 1192.8018, ESS = 1000 Acc. rate = 26.83% Uniqueness rate particules = 89.8% Uniqueness rate components = 56.7% Global parameters uniqueness rate = 81.8%

Sampling 950 zs...
Computing 950 distances...
Kernel ratio: min = -1.3, max = 1.4, mean = 0.0138
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 660: Espilon = 1192.0610, ESS = 950 Acc. rate = 27.72% Uniqueness rate particules = 96.1% Uniqueness rate components = 63.0% Global parameters uniqueness rate = 90.4%

Sampling 902 zs...
Computing 902 distances...
Kernel ratio: min = -1.45, max = 1.56, mean = 0.0315
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 661: Espilon = 1190.9135, ESS = 902 Acc. rate = 26.83% Uniqueness rate particules = 97.8% Uniqueness rate components = 68.5% Global parameters uniqueness rate = 93.6%

Sampling 856 zs...
Computing 856 distances...
Kernel ratio: min = -1.97, max = 1.7, mean = 0.0111
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 662: Espilon = 1189.9818, ESS = 856 Acc. rate = 27.01% Uniqueness rate particules = 97.9% Uniqueness rate components = 72.4% Global parameters uniqueness rate = 95.0%

Sampling 813 zs...
Computing 813 distances...
Kernel ratio: min = -1.83, max = 1.48, mean = 0.0287
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 663: Espilon = 1189.0554, ESS = 813 Acc. rate = 26.95% Uniqueness rate particules = 97.9% Uniqueness rate components = 75.5% Global parameters uniqueness rate = 95.8%

Sampling 772 zs...
Computing 772 distances...
Kernel ratio: min = -1.46, max = 1.28, mean = 0.008
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 664: Espilon = 1188.1281, ESS = 772 Acc. rate = 28.17% Uniqueness rate particules = 97.9% Uniqueness rate components = 77.9% Global parameters uniqueness rate = 96.3%

Sampling 733 zs...
Computing 733 distances...
Kernel ratio: min = -1.38, max = 1.49, mean = -0.00285
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 665: Espilon = 1187.1276, ESS = 733 Acc. rate = 29.64% Uniqueness rate particules = 97.9% Uniqueness rate components = 79.9% Global parameters uniqueness rate = 96.5%

Sampling 696 zs...
Computing 696 distances...
Kernel ratio: min = -1.29, max = 1.44, mean = 0.0098
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 666: Espilon = 1185.8490, ESS = 696 Acc. rate = 28.63% Uniqueness rate particules = 97.9% Uniqueness rate components = 81.5% Global parameters uniqueness rate = 96.6%

Sampling 661 zs...
Computing 661 distances...
Kernel ratio: min = -1.63, max = 1.61, mean = 0.0157
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 667: Espilon = 1184.9291, ESS = 661 Acc. rate = 28.06% Uniqueness rate particules = 97.9% Uniqueness rate components = 82.6% Global parameters uniqueness rate = 96.6%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.3, max = 1.39, mean = 0.0378
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 668: Espilon = 1183.8670, ESS = 628 Acc. rate = 29.24% Uniqueness rate particules = 97.9% Uniqueness rate components = 83.7% Global parameters uniqueness rate = 96.6%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.42, max = 1.91, mean = 0.0228
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 669: Espilon = 1183.0056, ESS = 596 Acc. rate = 27.44% Uniqueness rate particules = 97.9% Uniqueness rate components = 84.7% Global parameters uniqueness rate = 96.7%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -1.86, max = 1.58, mean = 0.0489
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 670: Espilon = 1182.1831, ESS = 566 Acc. rate = 29.27% Uniqueness rate particules = 97.9% Uniqueness rate components = 85.6% Global parameters uniqueness rate = 96.7%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.23, max = 1.43, mean = 0.0161
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 671: Espilon = 1180.9116, ESS = 537 Acc. rate = 28.24% Uniqueness rate particules = 97.9% Uniqueness rate components = 86.2% Global parameters uniqueness rate = 96.7%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.09, max = 1.58, mean = 0.0485
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 672: Espilon = 1180.0064, ESS = 510 Acc. rate = 27.22% Uniqueness rate particules = 97.9% Uniqueness rate components = 86.8% Global parameters uniqueness rate = 96.7%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.71, max = 1.65, mean = 0.0148
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 673: Espilon = 1179.1215, ESS = 1000 Acc. rate = 27.48% Uniqueness rate particules = 88.8% Uniqueness rate components = 55.9% Global parameters uniqueness rate = 82.5%

Sampling 950 zs...
Computing 950 distances...
Kernel ratio: min = -1.24, max = 1.6, mean = 0.0341
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 674: Espilon = 1178.3744, ESS = 950 Acc. rate = 29.13% Uniqueness rate particules = 94.8% Uniqueness rate components = 62.1% Global parameters uniqueness rate = 91.2%

Sampling 902 zs...
Computing 902 distances...
Kernel ratio: min = -1.48, max = 1.49, mean = 0.0196
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 675: Espilon = 1177.4113, ESS = 902 Acc. rate = 28.80% Uniqueness rate particules = 97.0% Uniqueness rate components = 67.2% Global parameters uniqueness rate = 94.3%

Sampling 856 zs...
Computing 856 distances...
Kernel ratio: min = -1.44, max = 1.38, mean = 0.0417
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 676: Espilon = 1176.5942, ESS = 856 Acc. rate = 27.67% Uniqueness rate particules = 97.5% Uniqueness rate components = 71.1% Global parameters uniqueness rate = 95.8%

Sampling 813 zs...
Computing 813 distances...
Kernel ratio: min = -1.39, max = 1.52, mean = 0.0404
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 677: Espilon = 1175.6449, ESS = 813 Acc. rate = 28.20% Uniqueness rate particules = 97.6% Uniqueness rate components = 74.5% Global parameters uniqueness rate = 96.4%

Sampling 772 zs...
Computing 772 distances...
Kernel ratio: min = -1.13, max = 1.52, mean = 0.0355
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 678: Espilon = 1174.8526, ESS = 772 Acc. rate = 27.09% Uniqueness rate particules = 97.7% Uniqueness rate components = 76.8% Global parameters uniqueness rate = 96.4%

Sampling 733 zs...
Computing 733 distances...
Kernel ratio: min = -1.75, max = 1.45, mean = 0.00985
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 679: Espilon = 1174.0433, ESS = 733 Acc. rate = 27.00% Uniqueness rate particules = 97.7% Uniqueness rate components = 78.9% Global parameters uniqueness rate = 96.6%

Sampling 696 zs...
Computing 696 distances...
Kernel ratio: min = -1.83, max = 1.67, mean = 0.0529
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 680: Espilon = 1172.9376, ESS = 696 Acc. rate = 26.43% Uniqueness rate particules = 97.7% Uniqueness rate components = 80.5% Global parameters uniqueness rate = 96.6%

Sampling 661 zs...
Computing 661 distances...
Kernel ratio: min = -1.48, max = 1.75, mean = 0.0156
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 681: Espilon = 1171.9166, ESS = 661 Acc. rate = 28.93% Uniqueness rate particules = 97.7% Uniqueness rate components = 82.0% Global parameters uniqueness rate = 96.6%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.49, max = 1.52, mean = 0.0208
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 682: Espilon = 1170.7743, ESS = 628 Acc. rate = 28.64% Uniqueness rate particules = 97.7% Uniqueness rate components = 83.2% Global parameters uniqueness rate = 96.6%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.51, max = 1.34, mean = 0.0199
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 683: Espilon = 1169.7535, ESS = 596 Acc. rate = 27.85% Uniqueness rate particules = 97.7% Uniqueness rate components = 84.0% Global parameters uniqueness rate = 96.6%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -1.42, max = 2.01, mean = 0.0375
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 684: Espilon = 1168.9810, ESS = 566 Acc. rate = 28.86% Uniqueness rate particules = 97.7% Uniqueness rate components = 84.8% Global parameters uniqueness rate = 96.6%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.49, max = 1.82, mean = 0.0353
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 685: Espilon = 1167.9507, ESS = 537 Acc. rate = 28.05% Uniqueness rate particules = 97.7% Uniqueness rate components = 85.4% Global parameters uniqueness rate = 96.6%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.15, max = 1.6, mean = 0.00884
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 686: Espilon = 1167.2983, ESS = 510 Acc. rate = 30.75% Uniqueness rate particules = 97.7% Uniqueness rate components = 85.9% Global parameters uniqueness rate = 96.6%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.48, max = 1.69, mean = 0.0342
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 687: Espilon = 1166.3671, ESS = 1000 Acc. rate = 28.31% Uniqueness rate particules = 90.8% Uniqueness rate components = 55.3% Global parameters uniqueness rate = 85.4%

Sampling 950 zs...
Computing 950 distances...
Kernel ratio: min = -1.63, max = 1.45, mean = 0.0563
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 688: Espilon = 1165.5276, ESS = 950 Acc. rate = 27.60% Uniqueness rate particules = 96.7% Uniqueness rate components = 61.8% Global parameters uniqueness rate = 93.0%

Sampling 902 zs...
Computing 902 distances...
Kernel ratio: min = -1.57, max = 1.57, mean = 0.0445
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 689: Espilon = 1164.6840, ESS = 902 Acc. rate = 28.86% Uniqueness rate particules = 97.2% Uniqueness rate components = 67.0% Global parameters uniqueness rate = 94.7%

Sampling 856 zs...
Computing 856 distances...
Kernel ratio: min = -1.34, max = 1.6, mean = 0.0572
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 690: Espilon = 1163.6648, ESS = 856 Acc. rate = 28.11% Uniqueness rate particules = 97.4% Uniqueness rate components = 71.2% Global parameters uniqueness rate = 95.5%

Sampling 813 zs...
Computing 813 distances...
Kernel ratio: min = -1.34, max = 1.72, mean = 0.0395
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 691: Espilon = 1163.0386, ESS = 813 Acc. rate = 28.83% Uniqueness rate particules = 97.4% Uniqueness rate components = 74.4% Global parameters uniqueness rate = 96.0%

Sampling 772 zs...
Computing 772 distances...
Kernel ratio: min = -1.76, max = 1.62, mean = 0.0506
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 692: Espilon = 1162.0591, ESS = 772 Acc. rate = 30.26% Uniqueness rate particules = 97.5% Uniqueness rate components = 77.1% Global parameters uniqueness rate = 96.3%

Sampling 733 zs...
Computing 733 distances...
Kernel ratio: min = -1.67, max = 1.58, mean = 0.0391
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 693: Espilon = 1161.1887, ESS = 733 Acc. rate = 27.10% Uniqueness rate particules = 97.5% Uniqueness rate components = 79.1% Global parameters uniqueness rate = 96.3%

Sampling 696 zs...
Computing 696 distances...
Kernel ratio: min = -1.46, max = 1.68, mean = 0.0377
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 694: Espilon = 1160.1337, ESS = 696 Acc. rate = 28.95% Uniqueness rate particules = 97.5% Uniqueness rate components = 80.8% Global parameters uniqueness rate = 96.3%

Sampling 661 zs...
Computing 661 distances...
Kernel ratio: min = -1.35, max = 1.6, mean = 0.0347
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 695: Espilon = 1159.2737, ESS = 661 Acc. rate = 27.96% Uniqueness rate particules = 97.5% Uniqueness rate components = 82.1% Global parameters uniqueness rate = 96.4%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.33, max = 1.4, mean = -0.00853
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 696: Espilon = 1158.3703, ESS = 628 Acc. rate = 28.01% Uniqueness rate particules = 97.5% Uniqueness rate components = 83.1% Global parameters uniqueness rate = 96.4%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.4, max = 1.53, mean = 0.0348
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 697: Espilon = 1157.5135, ESS = 596 Acc. rate = 27.89% Uniqueness rate particules = 97.5% Uniqueness rate components = 84.0% Global parameters uniqueness rate = 96.4%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -1.82, max = 1.57, mean = 0.0259
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 698: Espilon = 1156.3866, ESS = 566 Acc. rate = 28.94% Uniqueness rate particules = 97.5% Uniqueness rate components = 84.7% Global parameters uniqueness rate = 96.4%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.84, max = 1.61, mean = 0.0393
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 699: Espilon = 1155.2928, ESS = 537 Acc. rate = 26.60% Uniqueness rate particules = 97.5% Uniqueness rate components = 85.2% Global parameters uniqueness rate = 96.4%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.42, max = 1.56, mean = 0.0253
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 700: Espilon = 1154.3803, ESS = 510 Acc. rate = 27.34% Uniqueness rate particules = 97.5% Uniqueness rate components = 85.7% Global parameters uniqueness rate = 96.4%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.43, max = 1.59, mean = 0.036
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 701: Espilon = 1153.5044, ESS = 1000 Acc. rate = 26.05% Uniqueness rate particules = 88.7% Uniqueness rate components = 56.1% Global parameters uniqueness rate = 80.8%

Sampling 950 zs...
Computing 950 distances...
Kernel ratio: min = -1.65, max = 1.59, mean = 0.0206
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 702: Espilon = 1152.8161, ESS = 950 Acc. rate = 27.52% Uniqueness rate particules = 96.0% Uniqueness rate components = 62.3% Global parameters uniqueness rate = 91.1%

Sampling 902 zs...
Computing 902 distances...
Kernel ratio: min = -1.39, max = 1.53, mean = 0.0379
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 703: Espilon = 1151.8446, ESS = 902 Acc. rate = 27.04% Uniqueness rate particules = 97.9% Uniqueness rate components = 67.3% Global parameters uniqueness rate = 94.7%

Sampling 856 zs...
Computing 856 distances...
Kernel ratio: min = -1.37, max = 1.62, mean = 0.0131
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 704: Espilon = 1150.8696, ESS = 856 Acc. rate = 27.35% Uniqueness rate particules = 98.2% Uniqueness rate components = 71.4% Global parameters uniqueness rate = 95.8%

Sampling 813 zs...
Computing 813 distances...
Kernel ratio: min = -1.52, max = 1.39, mean = 0.0312
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 705: Espilon = 1149.9360, ESS = 813 Acc. rate = 27.23% Uniqueness rate particules = 98.2% Uniqueness rate components = 74.3% Global parameters uniqueness rate = 96.4%

Sampling 772 zs...
Computing 772 distances...
Kernel ratio: min = -1.65, max = 1.52, mean = 0.0355
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 706: Espilon = 1148.9583, ESS = 772 Acc. rate = 29.47% Uniqueness rate particules = 98.2% Uniqueness rate components = 77.1% Global parameters uniqueness rate = 96.7%

Sampling 733 zs...
Computing 733 distances...
Kernel ratio: min = -1.45, max = 1.87, mean = 0.0451
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 707: Espilon = 1148.2517, ESS = 733 Acc. rate = 29.28% Uniqueness rate particules = 98.2% Uniqueness rate components = 79.3% Global parameters uniqueness rate = 96.7%

Sampling 696 zs...
Computing 696 distances...
Kernel ratio: min = -1.32, max = 1.95, mean = 0.0429
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 708: Espilon = 1147.3391, ESS = 696 Acc. rate = 28.18% Uniqueness rate particules = 98.2% Uniqueness rate components = 80.9% Global parameters uniqueness rate = 96.8%

Sampling 661 zs...
Computing 661 distances...
Kernel ratio: min = -1.22, max = 1.92, mean = 0.0333
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 709: Espilon = 1146.3291, ESS = 661 Acc. rate = 30.76% Uniqueness rate particules = 98.2% Uniqueness rate components = 82.3% Global parameters uniqueness rate = 96.9%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.32, max = 1.66, mean = 0.021
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 710: Espilon = 1145.4286, ESS = 628 Acc. rate = 29.48% Uniqueness rate particules = 98.2% Uniqueness rate components = 83.4% Global parameters uniqueness rate = 97.0%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.11, max = 1.37, mean = 0.0281
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 711: Espilon = 1144.2178, ESS = 596 Acc. rate = 28.55% Uniqueness rate particules = 98.2% Uniqueness rate components = 84.2% Global parameters uniqueness rate = 97.0%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -1.59, max = 1.66, mean = 0.0576
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 712: Espilon = 1143.4621, ESS = 566 Acc. rate = 29.51% Uniqueness rate particules = 98.2% Uniqueness rate components = 84.9% Global parameters uniqueness rate = 97.0%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.22, max = 1.56, mean = 0.0316
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 713: Espilon = 1142.7618, ESS = 537 Acc. rate = 28.77% Uniqueness rate particules = 98.2% Uniqueness rate components = 85.5% Global parameters uniqueness rate = 97.1%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.53, max = 1.32, mean = 0.0709
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 714: Espilon = 1142.0923, ESS = 510 Acc. rate = 28.23% Uniqueness rate particules = 98.2% Uniqueness rate components = 86.0% Global parameters uniqueness rate = 97.1%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.65, max = 2.02, mean = 0.0441
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 715: Espilon = 1141.4420, ESS = 1000 Acc. rate = 25.72% Uniqueness rate particules = 88.9% Uniqueness rate components = 55.2% Global parameters uniqueness rate = 81.0%

Sampling 950 zs...
Computing 950 distances...
Kernel ratio: min = -1.5, max = 1.4, mean = 0.0194
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 716: Espilon = 1140.6178, ESS = 950 Acc. rate = 28.73% Uniqueness rate particules = 95.8% Uniqueness rate components = 61.5% Global parameters uniqueness rate = 92.3%

Sampling 902 zs...
Computing 902 distances...
Kernel ratio: min = -1.28, max = 1.45, mean = 0.0466
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 717: Espilon = 1139.4920, ESS = 902 Acc. rate = 26.79% Uniqueness rate particules = 97.2% Uniqueness rate components = 66.3% Global parameters uniqueness rate = 94.7%

Sampling 856 zs...
Computing 856 distances...
Kernel ratio: min = -1.6, max = 1.85, mean = 0.0182
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 718: Espilon = 1138.6199, ESS = 856 Acc. rate = 27.30% Uniqueness rate particules = 97.7% Uniqueness rate components = 70.4% Global parameters uniqueness rate = 95.6%

Sampling 813 zs...
Computing 813 distances...
Kernel ratio: min = -1.53, max = 1.42, mean = 0.0206
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 719: Espilon = 1137.8712, ESS = 813 Acc. rate = 27.53% Uniqueness rate particules = 97.8% Uniqueness rate components = 73.5% Global parameters uniqueness rate = 96.5%

Sampling 772 zs...
Computing 772 distances...
Kernel ratio: min = -1.41, max = 1.56, mean = 0.0498
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 720: Espilon = 1136.9790, ESS = 772 Acc. rate = 27.33% Uniqueness rate particules = 97.9% Uniqueness rate components = 76.1% Global parameters uniqueness rate = 96.9%

Sampling 733 zs...
Computing 733 distances...
Kernel ratio: min = -1.47, max = 1.33, mean = 0.0234
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 721: Espilon = 1136.4044, ESS = 733 Acc. rate = 26.32% Uniqueness rate particules = 97.9% Uniqueness rate components = 78.0% Global parameters uniqueness rate = 96.9%

Sampling 696 zs...
Computing 696 distances...
Kernel ratio: min = -1.44, max = 1.69, mean = -0.00106
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 722: Espilon = 1135.5623, ESS = 696 Acc. rate = 28.01% Uniqueness rate particules = 98.0% Uniqueness rate components = 79.6% Global parameters uniqueness rate = 97.0%

Sampling 661 zs...
Computing 661 distances...
Kernel ratio: min = -1.69, max = 1.72, mean = 0.0106
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 723: Espilon = 1134.8475, ESS = 661 Acc. rate = 28.52% Uniqueness rate particules = 98.0% Uniqueness rate components = 81.1% Global parameters uniqueness rate = 97.1%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.57, max = 1.43, mean = 0.0183
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 724: Espilon = 1134.0379, ESS = 628 Acc. rate = 27.74% Uniqueness rate particules = 98.0% Uniqueness rate components = 82.2% Global parameters uniqueness rate = 97.1%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.7, max = 1.47, mean = 0.0167
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 725: Espilon = 1133.1548, ESS = 596 Acc. rate = 28.03% Uniqueness rate particules = 98.0% Uniqueness rate components = 83.2% Global parameters uniqueness rate = 97.2%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -1.43, max = 1.65, mean = 0.0434
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 726: Espilon = 1132.0315, ESS = 566 Acc. rate = 26.74% Uniqueness rate particules = 98.0% Uniqueness rate components = 84.0% Global parameters uniqueness rate = 97.2%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.29, max = 1.62, mean = 0.00296
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 727: Espilon = 1131.1295, ESS = 537 Acc. rate = 27.03% Uniqueness rate particules = 98.0% Uniqueness rate components = 84.7% Global parameters uniqueness rate = 97.3%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.35, max = 1.29, mean = 0.0146
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 728: Espilon = 1130.2925, ESS = 510 Acc. rate = 27.79% Uniqueness rate particules = 98.0% Uniqueness rate components = 85.2% Global parameters uniqueness rate = 97.3%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.75, max = 1.81, mean = 0.0215
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 729: Espilon = 1129.5169, ESS = 1000 Acc. rate = 29.00% Uniqueness rate particules = 90.6% Uniqueness rate components = 54.5% Global parameters uniqueness rate = 85.3%

Sampling 951 zs...
Computing 951 distances...
Kernel ratio: min = -1.25, max = 1.8, mean = 0.0486
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 730: Espilon = 1128.5762, ESS = 951 Acc. rate = 27.63% Uniqueness rate particules = 96.7% Uniqueness rate components = 60.2% Global parameters uniqueness rate = 93.1%

Sampling 903 zs...
Computing 903 distances...
Kernel ratio: min = -1.42, max = 1.73, mean = 0.0431
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 731: Espilon = 1127.9570, ESS = 903 Acc. rate = 26.26% Uniqueness rate particules = 97.9% Uniqueness rate components = 65.1% Global parameters uniqueness rate = 95.0%

Sampling 857 zs...
Computing 857 distances...
Kernel ratio: min = -1.29, max = 1.52, mean = 0.0119
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 732: Espilon = 1127.1579, ESS = 857 Acc. rate = 28.72% Uniqueness rate particules = 98.5% Uniqueness rate components = 68.8% Global parameters uniqueness rate = 96.3%

Sampling 814 zs...
Computing 814 distances...
Kernel ratio: min = -1.42, max = 1.55, mean = 0.0417
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 733: Espilon = 1126.5020, ESS = 814 Acc. rate = 28.21% Uniqueness rate particules = 98.5% Uniqueness rate components = 72.4% Global parameters uniqueness rate = 96.6%

Sampling 773 zs...
Computing 773 distances...
Kernel ratio: min = -1.3, max = 1.79, mean = 0.0387
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 734: Espilon = 1125.8179, ESS = 773 Acc. rate = 29.14% Uniqueness rate particules = 98.5% Uniqueness rate components = 75.3% Global parameters uniqueness rate = 96.9%

Sampling 734 zs...
Computing 734 distances...
Kernel ratio: min = -1.4, max = 1.49, mean = 0.0268
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 735: Espilon = 1124.9526, ESS = 734 Acc. rate = 28.27% Uniqueness rate particules = 98.5% Uniqueness rate components = 77.5% Global parameters uniqueness rate = 96.9%

Sampling 697 zs...
Computing 697 distances...
Kernel ratio: min = -1.34, max = 1.32, mean = 0.0397
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 736: Espilon = 1124.2204, ESS = 697 Acc. rate = 27.08% Uniqueness rate particules = 98.5% Uniqueness rate components = 79.2% Global parameters uniqueness rate = 97.0%

Sampling 662 zs...
Computing 662 distances...
Kernel ratio: min = -1.21, max = 1.82, mean = 0.0263
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
